Gene stable ID	Gene name
ENSMMUG00000007937	RPL3L
ENSMMUG00000003561	SIGLEC15
ENSMMUG00000008127	RAB11FIP4
ENSMMUG00000023297	SLC25A45
ENSMMUG00000024387	
ENSMMUG00000019222	CYBC1
ENSMMUG00000058285	
ENSMMUG00000057511	Metazoa_SRP
ENSMMUG00000048135	GRIN3B
ENSMMUG00000034635	U6
ENSMMUG00000011975	OR4D1
ENSMMUG00000052114	
ENSMMUG00000059510	
ENSMMUG00000043400	ATP13A1
ENSMMUG00000022282	COL4A2
ENSMMUG00000000296	STAC2
ENSMMUG00000051134	Metazoa_SRP
ENSMMUG00000057734	Metazoa_SRP
ENSMMUG00000019398	BAALC
ENSMMUG00000061074	SYCN
ENSMMUG00000011441	TMEM106C
ENSMMUG00000051541	
ENSMMUG00000007380	CPSF1
ENSMMUG00000009922	MCUR1
ENSMMUG00000040520	Metazoa_SRP
ENSMMUG00000011373	PLEKHF1
ENSMMUG00000056236	U6
ENSMMUG00000064619	Metazoa_SRP
ENSMMUG00000050334	MTRES1
ENSMMUG00000058970	RAD21L1
ENSMMUG00000017129	SLC41A2
ENSMMUG00000063547	
ENSMMUG00000043216	
ENSMMUG00000063666	
ENSMMUG00000058947	
ENSMMUG00000017105	RIPOR1
ENSMMUG00000024920	U4
ENSMMUG00000014461	BABAM2
ENSMMUG00000051361	Metazoa_SRP
ENSMMUG00000050035	Metazoa_SRP
ENSMMUG00000060035	U6
ENSMMUG00000035431	U7
ENSMMUG00000046294	MIR199B
ENSMMUG00000053391	
ENSMMUG00000063229	
ENSMMUG00000061564	Metazoa_SRP
ENSMMUG00000001238	RNFT2
ENSMMUG00000008005	FOXP2
ENSMMUG00000060529	BSX
ENSMMUG00000053481	
ENSMMUG00000062341	SHISA2
ENSMMUG00000057093	EDDM13
ENSMMUG00000042375	INSL3
ENSMMUG00000041799	DYNLL2
ENSMMUG00000062129	
ENSMMUG00000001292	SACS
ENSMMUG00000059591	
ENSMMUG00000007296	GABRA1
ENSMMUG00000051019	
ENSMMUG00000008324	PODNL1
ENSMMUG00000063907	
ENSMMUG00000062056	Y_RNA
ENSMMUG00000044896	ERICH6B
ENSMMUG00000011541	ASB15
ENSMMUG00000003665	PLBD1
ENSMMUG00000060820	Y_RNA
ENSMMUG00000036991	U7
ENSMMUG00000059621	
ENSMMUG00000065315	U6
ENSMMUG00000035176	U6
ENSMMUG00000053789	
ENSMMUG00000013712	CIZ1
ENSMMUG00000051015	
ENSMMUG00000018226	KIF27
ENSMMUG00000007667	BICDL2
ENSMMUG00000049894	
ENSMMUG00000050322	
ENSMMUG00000062108	
ENSMMUG00000053888	Metazoa_SRP
ENSMMUG00000000307	RIOK2
ENSMMUG00000058521	
ENSMMUG00000003368	PLXNB3
ENSMMUG00000059630	CYSTM1
ENSMMUG00000050508	
ENSMMUG00000050923	
ENSMMUG00000036916	U6
ENSMMUG00000051373	CLEC19A
ENSMMUG00000003437	STAT5B
ENSMMUG00000019780	ANXA11
ENSMMUG00000017107	BRAP
ENSMMUG00000000845	ATP4A
ENSMMUG00000018760	
ENSMMUG00000050855	DEFB4
ENSMMUG00000060473	
ENSMMUG00000018284	MSH3
ENSMMUG00000015605	SLC4A5
ENSMMUG00000054050	
ENSMMUG00000002175	TPD52L3
ENSMMUG00000013900	RNF6
ENSMMUG00000027106	mml-mir-342
ENSMMUG00000063826	
ENSMMUG00000052847	
ENSMMUG00000044949	RBM43
ENSMMUG00000061378	
ENSMMUG00000049458	
ENSMMUG00000039325	
ENSMMUG00000063890	
ENSMMUG00000062581	DEGS2
ENSMMUG00000006855	
ENSMMUG00000014797	PTH2
ENSMMUG00000004622	NLRP6
ENSMMUG00000064001	
ENSMMUG00000001041	PCID2
ENSMMUG00000049282	Metazoa_SRP
ENSMMUG00000010628	RPUSD3
ENSMMUG00000021690	C19H19orf12
ENSMMUG00000056251	
ENSMMUG00000053673	
ENSMMUG00000042837	
ENSMMUG00000001427	MYH14
ENSMMUG00000057399	
ENSMMUG00000052502	
ENSMMUG00000008404	TLE7
ENSMMUG00000046698	
ENSMMUG00000051773	
ENSMMUG00000013577	TMEM259
ENSMMUG00000054230	U6
ENSMMUG00000021344	IL33
ENSMMUG00000010996	JAK3
ENSMMUG00000056064	SRSF1
ENSMMUG00000041904	U6
ENSMMUG00000052083	
ENSMMUG00000060272	
ENSMMUG00000065103	
ENSMMUG00000049697	
ENSMMUG00000056440	
ENSMMUG00000055063	
ENSMMUG00000051335	CLEC3A
ENSMMUG00000021330	KYNU
ENSMMUG00000040440	Metazoa_SRP
ENSMMUG00000046378	ZFY
ENSMMUG00000022195	SMYD4
ENSMMUG00000059121	
ENSMMUG00000038671	mml-mir-3151
ENSMMUG00000051792	
ENSMMUG00000024508	Y_RNA
ENSMMUG00000003502	TCEAL4
ENSMMUG00000003105	INPP5E
ENSMMUG00000063556	
ENSMMUG00000059961	
ENSMMUG00000022023	PCSK5
ENSMMUG00000016191	ABCA13
ENSMMUG00000033381	mml-mir-939
ENSMMUG00000045105	PLAAT4
ENSMMUG00000005694	ZNF426
ENSMMUG00000061126	GFY
ENSMMUG00000006979	
ENSMMUG00000060742	HBEGF
ENSMMUG00000020169	ESM1
ENSMMUG00000059329	Metazoa_SRP
ENSMMUG00000013957	GOLPH3
ENSMMUG00000049949	
ENSMMUG00000062238	
ENSMMUG00000062135	Metazoa_SRP
ENSMMUG00000050280	
ENSMMUG00000057770	
ENSMMUG00000059908	Metazoa_SRP
ENSMMUG00000055091	
ENSMMUG00000054523	Metazoa_SRP
ENSMMUG00000033757	mml-mir-1234
ENSMMUG00000023287	GPR151
ENSMMUG00000061271	
ENSMMUG00000055072	Metazoa_SRP
ENSMMUG00000055654	
ENSMMUG00000035372	U6
ENSMMUG00000018752	SPOP
ENSMMUG00000064006	
ENSMMUG00000052146	
ENSMMUG00000018304	LGALS12
ENSMMUG00000026765	U6
ENSMMUG00000060114	
ENSMMUG00000051552	
ENSMMUG00000027232	mml-mir-644
ENSMMUG00000057302	
ENSMMUG00000051188	Metazoa_SRP
ENSMMUG00000010382	NDUFA10
ENSMMUG00000009640	KRR1
ENSMMUG00000055994	
ENSMMUG00000019399	FZD6
ENSMMUG00000011986	SPERT
ENSMMUG00000011542	LMOD2
ENSMMUG00000004032	LDLRAD4
ENSMMUG00000064570	
ENSMMUG00000022134	ADAM18
ENSMMUG00000004696	HSPA8
ENSMMUG00000010214	CCIN
ENSMMUG00000008326	DCAF15
ENSMMUG00000053898	C14H11orf1
ENSMMUG00000011604	RPA1
ENSMMUG00000062775	
ENSMMUG00000052326	U7
ENSMMUG00000020226	WSB1
ENSMMUG00000056167	PITX3
ENSMMUG00000009837	SECISBP2L
ENSMMUG00000061892	
ENSMMUG00000057824	U3
ENSMMUG00000059022	
ENSMMUG00000055579	
ENSMMUG00000039972	STEAP3
ENSMMUG00000010638	UNC5D
ENSMMUG00000056792	
ENSMMUG00000023803	MYH10
ENSMMUG00000040407	
ENSMMUG00000051287	Metazoa_SRP
ENSMMUG00000057147	Metazoa_SRP
ENSMMUG00000061817	Metazoa_SRP
ENSMMUG00000049576	Metazoa_SRP
ENSMMUG00000050372	
ENSMMUG00000014800	SLC17A7
ENSMMUG00000001207	HABP2
ENSMMUG00000060489	
ENSMMUG00000020542	ZNF101
ENSMMUG00000052858	
ENSMMUG00000059695	
ENSMMUG00000010610	WWOX
ENSMMUG00000003154	SLC39A4
ENSMMUG00000060701	
ENSMMUG00000015468	CHFR
ENSMMUG00000010213	GLIPR2
ENSMMUG00000044161	C10H20orf202
ENSMMUG00000063999	
ENSMMUG00000013329	TMC5
ENSMMUG00000050790	Metazoa_SRP
ENSMMUG00000030060	FBXL20
ENSMMUG00000049437	Metazoa_SRP
ENSMMUG00000058886	Metazoa_SRP
ENSMMUG00000044157	PHLDB3
ENSMMUG00000011690	DSC1
ENSMMUG00000060087	
ENSMMUG00000058104	
ENSMMUG00000053026	Metazoa_SRP
ENSMMUG00000008058	BARX1
ENSMMUG00000063113	
ENSMMUG00000059048	
ENSMMUG00000062164	
ENSMMUG00000014841	CDK8
ENSMMUG00000009483	MMP25
ENSMMUG00000054002	
ENSMMUG00000012371	MAML1
ENSMMUG00000058761	
ENSMMUG00000008459	PLEKHM1
ENSMMUG00000065138	
ENSMMUG00000057471	GUCY2C
ENSMMUG00000007121	C20orf112
ENSMMUG00000032017	C9orf16
ENSMMUG00000063121	
ENSMMUG00000055642	
ENSMMUG00000062086	
ENSMMUG00000063395	
ENSMMUG00000050570	
ENSMMUG00000052859	
ENSMMUG00000060324	CHMP6
ENSMMUG00000014648	
ENSMMUG00000029197	YY1
ENSMMUG00000000826	STOX1
ENSMMUG00000008403	CALB2
ENSMMUG00000063960	
ENSMMUG00000061345	Metazoa_SRP
ENSMMUG00000016515	MIS18BP1
ENSMMUG00000051667	
ENSMMUG00000054311	
ENSMMUG00000064049	Metazoa_SRP
ENSMMUG00000053546	U6
ENSMMUG00000061109	
ENSMMUG00000064013	
ENSMMUG00000038239	Metazoa_SRP
ENSMMUG00000011426	TIMP1
ENSMMUG00000000448	
ENSMMUG00000054210	
ENSMMUG00000031253	DYNLRB1
ENSMMUG00000055269	Metazoa_SRP
ENSMMUG00000055626	
ENSMMUG00000032905	mml-mir-587
ENSMMUG00000011544	WASL
ENSMMUG00000056343	
ENSMMUG00000013024	STOM
ENSMMUG00000039286	
ENSMMUG00000018316	PLAAT5
ENSMMUG00000020405	PLA2G12B
ENSMMUG00000020465	PPP2R2B
ENSMMUG00000059025	
ENSMMUG00000036308	U6
ENSMMUG00000063409	
ENSMMUG00000053210	
ENSMMUG00000035953	U6
ENSMMUG00000059588	
ENSMMUG00000049592	
ENSMMUG00000017169	FAM107B
ENSMMUG00000064829	C12orf45
ENSMMUG00000008318	CNOT8
ENSMMUG00000022116	PIH1D1
ENSMMUG00000034849	U4
ENSMMUG00000014853	CNOT2
ENSMMUG00000037921	Metazoa_SRP
ENSMMUG00000051564	
ENSMMUG00000051374	
ENSMMUG00000055569	
ENSMMUG00000058391	
ENSMMUG00000020171	GZMK
ENSMMUG00000050294	Metazoa_SRP
ENSMMUG00000062074	Y_RNA
ENSMMUG00000006864	KIAA1328
ENSMMUG00000033863	SNORD98
ENSMMUG00000024803	
ENSMMUG00000056561	Metazoa_SRP
ENSMMUG00000013632	MIA-RAB4B
ENSMMUG00000058093	Metazoa_SRP
ENSMMUG00000064422	Metazoa_SRP
ENSMMUG00000024313	Y_RNA
ENSMMUG00000006600	MTMR12
ENSMMUG00000042419	
ENSMMUG00000060181	Y_RNA
ENSMMUG00000036576	U6
ENSMMUG00000018306	KIAA2026
ENSMMUG00000023801	LCN2
ENSMMUG00000019402	CTHRC1
ENSMMUG00000041756	SIAH3
ENSMMUG00000007868	AAK1
ENSMMUG00000004711	TMEM74B
ENSMMUG00000052585	
ENSMMUG00000006692	SCUBE2
ENSMMUG00000051723	
ENSMMUG00000061261	Metazoa_SRP
ENSMMUG00000006758	CYP27A1
ENSMMUG00000057358	
ENSMMUG00000020668	CCNE1
ENSMMUG00000049834	Metazoa_SRP
ENSMMUG00000045825	MAP1LC3A
ENSMMUG00000019264	ETHE1
ENSMMUG00000026662	Y_RNA
ENSMMUG00000003733	XKR4
ENSMMUG00000025582	U6
ENSMMUG00000018497	ACVR1
ENSMMUG00000057370	NDUFB10
ENSMMUG00000041950	CPLX4
ENSMMUG00000060684	
ENSMMUG00000035611	U6
ENSMMUG00000009798	CTCF
ENSMMUG00000010350	CIDEC
ENSMMUG00000057323	Metazoa_SRP
ENSMMUG00000004146	RBBP9
ENSMMUG00000060906	
ENSMMUG00000058233	
ENSMMUG00000058896	
ENSMMUG00000051223	
ENSMMUG00000001940	NME1
ENSMMUG00000060323	Metazoa_SRP
ENSMMUG00000000797	EXPH5
ENSMMUG00000007659	XPOT
ENSMMUG00000059955	
ENSMMUG00000020404	OIT3
ENSMMUG00000033307	
ENSMMUG00000025480	Y_RNA
ENSMMUG00000019189	HERPUD1
ENSMMUG00000061895	
ENSMMUG00000000353	
ENSMMUG00000056494	
ENSMMUG00000004205	PLBD2
ENSMMUG00000056503	
ENSMMUG00000023198	TET1
ENSMMUG00000051861	U6
ENSMMUG00000026782	U1
ENSMMUG00000012373	LTC4S
ENSMMUG00000043345	
ENSMMUG00000005695	ZNF121
ENSMMUG00000049977	
ENSMMUG00000010866	IFNL1
ENSMMUG00000053385	
ENSMMUG00000051100	Metazoa_SRP
ENSMMUG00000050857	
ENSMMUG00000028844	
ENSMMUG00000048847	Metazoa_SRP
ENSMMUG00000009801	ZFX
ENSMMUG00000035440	
ENSMMUG00000063439	Metazoa_SRP
ENSMMUG00000011078	PCDH19
ENSMMUG00000055253	
ENSMMUG00000004709	PSMF1
ENSMMUG00000063883	
ENSMMUG00000027297	mml-mir-651
ENSMMUG00000019415	GPM6B
ENSMMUG00000006528	ARHGAP15
ENSMMUG00000055000	
ENSMMUG00000053017	
ENSMMUG00000017781	NMI
ENSMMUG00000059835	
ENSMMUG00000059989	Metazoa_SRP
ENSMMUG00000063562	
ENSMMUG00000050715	U6
ENSMMUG00000006059	TTLL12
ENSMMUG00000045695	Metazoa_SRP
ENSMMUG00000064713	Metazoa_SRP
ENSMMUG00000008330	QRSL1
ENSMMUG00000020667	VPS28
ENSMMUG00000018966	RFX1
ENSMMUG00000058361	
ENSMMUG00000052372	
ENSMMUG00000000513	OSBPL5
ENSMMUG00000052286	Metazoa_SRP
ENSMMUG00000060187	
ENSMMUG00000053506	Metazoa_SRP
ENSMMUG00000051683	U7
ENSMMUG00000026988	MIR331
ENSMMUG00000064038	Metazoa_SRP
ENSMMUG00000008940	UBE2L5
ENSMMUG00000055238	Metazoa_SRP
ENSMMUG00000008716	SNAI3
ENSMMUG00000025257	SNORA46
ENSMMUG00000057815	
ENSMMUG00000053205	
ENSMMUG00000012317	DPF2
ENSMMUG00000059769	Metazoa_SRP
ENSMMUG00000053838	
ENSMMUG00000011201	UBE2D3
ENSMMUG00000055176	
ENSMMUG00000036957	U1
ENSMMUG00000040599	MIR326
ENSMMUG00000001328	ALDH3A1
ENSMMUG00000051601	
ENSMMUG00000003723	SLC4A9
ENSMMUG00000026013	U6
ENSMMUG00000004910	DNAL1
ENSMMUG00000056624	
ENSMMUG00000005797	ALDH1L2
ENSMMUG00000025577	SNORA50A
ENSMMUG00000058160	
ENSMMUG00000049276	
ENSMMUG00000007583	RAX
ENSMMUG00000040212	Metazoa_SRP
ENSMMUG00000049481	
ENSMMUG00000061001	
ENSMMUG00000058804	HSPB2
ENSMMUG00000059811	
ENSMMUG00000009738	SLC25A29
ENSMMUG00000016225	SLC22A8
ENSMMUG00000017170	CDNF
ENSMMUG00000050368	Metazoa_SRP
ENSMMUG00000019404	SLC25A32
ENSMMUG00000065348	PLAC9
ENSMMUG00000016545	C1QL2
ENSMMUG00000007664	SLC10A2
ENSMMUG00000032853	mml-mir-193a
ENSMMUG00000051227	
ENSMMUG00000011687	DSC2
ENSMMUG00000055321	
ENSMMUG00000057858	
ENSMMUG00000009484	ZSCAN10
ENSMMUG00000051092	
ENSMMUG00000040893	SNORA50A
ENSMMUG00000051928	
ENSMMUG00000065349	Metazoa_SRP
ENSMMUG00000058466	
ENSMMUG00000020949	GRAMD4
ENSMMUG00000058926	LRFN1
ENSMMUG00000063139	Metazoa_SRP
ENSMMUG00000055755	ZNF554
ENSMMUG00000006362	HUWE1
ENSMMUG00000020082	BCAS1
ENSMMUG00000004054	YES1
ENSMMUG00000017025	ZC3H13
ENSMMUG00000024671	U8
ENSMMUG00000054419	
ENSMMUG00000003137	ADAM2
ENSMMUG00000062590	
ENSMMUG00000041596	
ENSMMUG00000054808	Metazoa_SRP
ENSMMUG00000062672	
ENSMMUG00000019684	NQO1
ENSMMUG00000013020	GSN
ENSMMUG00000064886	Y_RNA
ENSMMUG00000035746	U6
ENSMMUG00000034112	RNU6ATAC7P
ENSMMUG00000018191	ANOS1
ENSMMUG00000005860	
ENSMMUG00000004717	ITFG1
ENSMMUG00000024885	U1
ENSMMUG00000004143	POLR3F
ENSMMUG00000063377	CYSLTR2
ENSMMUG00000052687	
ENSMMUG00000057042	
ENSMMUG00000065196	Metazoa_SRP
ENSMMUG00000020402	MCU
ENSMMUG00000029068	RNF166
ENSMMUG00000011961	FAM210A
ENSMMUG00000012020	NCOA3
ENSMMUG00000029267	RPS2
ENSMMUG00000056653	Metazoa_SRP
ENSMMUG00000007584	GRP
ENSMMUG00000014301	NECTIN2
ENSMMUG00000046615	HMGB1
ENSMMUG00000003501	
ENSMMUG00000055944	TMEM107
ENSMMUG00000052055	
ENSMMUG00000064477	Metazoa_SRP
ENSMMUG00000056127	Metazoa_SRP
ENSMMUG00000026939	mml-mir-365-2
ENSMMUG00000018280	JAGN1
ENSMMUG00000062006	METAP2
ENSMMUG00000026232	Y_RNA
ENSMMUG00000054340	
ENSMMUG00000051096	Metazoa_SRP
ENSMMUG00000053533	
ENSMMUG00000065340	
ENSMMUG00000005477	TMEM68
ENSMMUG00000011645	DMAP1
ENSMMUG00000054420	U6
ENSMMUG00000051200	Metazoa_SRP
ENSMMUG00000013746	GMFG
ENSMMUG00000059094	
ENSMMUG00000057470	
ENSMMUG00000003500	TCEAL1
ENSMMUG00000032465	CFP
ENSMMUG00000002610	MARCO
ENSMMUG00000051738	U7
ENSMMUG00000040697	Metazoa_SRP
ENSMMUG00000015512	BAIAP2
ENSMMUG00000057969	Metazoa_SRP
ENSMMUG00000019265	ZNF575
ENSMMUG00000065252	Y_RNA
ENSMMUG00000021989	ZNF14
ENSMMUG00000037411	U6
ENSMMUG00000009487	ZNF205
ENSMMUG00000057731	
ENSMMUG00000027494	U6
ENSMMUG00000005744	GRIN2C
ENSMMUG00000063752	PIGU
ENSMMUG00000017563	CETP
ENSMMUG00000063509	Metazoa_SRP
ENSMMUG00000012374	MGAT4B
ENSMMUG00000022613	RECK
ENSMMUG00000051714	
ENSMMUG00000034405	U2
ENSMMUG00000024262	
ENSMMUG00000053029	
ENSMMUG00000032857	U6
ENSMMUG00000052064	Metazoa_SRP
ENSMMUG00000063938	Metazoa_SRP
ENSMMUG00000064758	
ENSMMUG00000053387	
ENSMMUG00000039944	RASGRF2
ENSMMUG00000018870	C15H9orf64
ENSMMUG00000063233	RTN4RL1
ENSMMUG00000019224	NARF
ENSMMUG00000006001	SLC38A7
ENSMMUG00000042062	
ENSMMUG00000058892	
ENSMMUG00000051377	
ENSMMUG00000052113	Metazoa_SRP
ENSMMUG00000036969	U6
ENSMMUG00000001208	NRAP
ENSMMUG00000053931	
ENSMMUG00000021081	TUBA1A
ENSMMUG00000036283	U6
ENSMMUG00000052329	
ENSMMUG00000055485	
ENSMMUG00000018198	CCDC6
ENSMMUG00000063040	Metazoa_SRP
ENSMMUG00000063973	
ENSMMUG00000062213	Metazoa_SRP
ENSMMUG00000055251	
ENSMMUG00000051528	Metazoa_SRP
ENSMMUG00000014458	RBKS
ENSMMUG00000004486	COG6
ENSMMUG00000050408	
ENSMMUG00000014345	EXOSC5
ENSMMUG00000044890	U1
ENSMMUG00000022133	CRYAB
ENSMMUG00000008702	SYNPO2
ENSMMUG00000063739	Metazoa_SRP
ENSMMUG00000063422	EGLN2
ENSMMUG00000013865	WARS
ENSMMUG00000052767	
ENSMMUG00000028843	SLC5A5
ENSMMUG00000064194	
ENSMMUG00000018281	IL17RE
ENSMMUG00000009799	CARMIL2
ENSMMUG00000055155	
ENSMMUG00000034824	U6
ENSMMUG00000050441	Metazoa_SRP
ENSMMUG00000040370	RBMX
ENSMMUG00000043379	U7
ENSMMUG00000049397	
ENSMMUG00000063968	U7
ENSMMUG00000004625	PGGHG
ENSMMUG00000050940	
ENSMMUG00000062735	
ENSMMUG00000004129	KANSL1
ENSMMUG00000053061	
ENSMMUG00000003469	
ENSMMUG00000035383	U6
ENSMMUG00000055774	Metazoa_SRP
ENSMMUG00000049404	
ENSMMUG00000007485	ZNF555
ENSMMUG00000012538	UBE2U
ENSMMUG00000051946	
ENSMMUG00000020970	ZNF213
ENSMMUG00000004408	SEC11C
ENSMMUG00000052014	TMEM38A
ENSMMUG00000057747	
ENSMMUG00000044389	
ENSMMUG00000053231	
ENSMMUG00000018258	PTGES2
ENSMMUG00000060590	
ENSMMUG00000053401	Metazoa_SRP
ENSMMUG00000059939	
ENSMMUG00000011444	COL2A1
ENSMMUG00000064408	
ENSMMUG00000062373	
ENSMMUG00000053358	
ENSMMUG00000061359	Metazoa_SRP
ENSMMUG00000041500	Metazoa_SRP
ENSMMUG00000049460	
ENSMMUG00000060231	
ENSMMUG00000004723	VEZF1
ENSMMUG00000003383	NXPH3
ENSMMUG00000053288	
ENSMMUG00000004911	PNMA1
ENSMMUG00000054557	
ENSMMUG00000062423	
ENSMMUG00000043306	
ENSMMUG00000051206	
ENSMMUG00000051054	U6
ENSMMUG00000021594	ATE1
ENSMMUG00000020437	NOS3
ENSMMUG00000051874	
ENSMMUG00000025849	Y_RNA
ENSMMUG00000064720	Metazoa_SRP
ENSMMUG00000051334	
ENSMMUG00000017173	HSPA14
ENSMMUG00000011932	TMC6
ENSMMUG00000064131	
ENSMMUG00000001597	GZMA
ENSMMUG00000050538	
ENSMMUG00000006863	TPGS2
ENSMMUG00000004237	TNFRSF19
ENSMMUG00000006468	FGFR1OP2
ENSMMUG00000021228	GEMIN5
ENSMMUG00000003098	PMPCA
ENSMMUG00000054604	mml-mir-7176
ENSMMUG00000003485	RNMT
ENSMMUG00000043893	Metazoa_SRP
ENSMMUG00000022530	NOA1
ENSMMUG00000063876	Metazoa_SRP
ENSMMUG00000054008	
ENSMMUG00000058469	Metazoa_SRP
ENSMMUG00000064355	
ENSMMUG00000015306	CNN2
ENSMMUG00000005718	HYAL4
ENSMMUG00000043403	
ENSMMUG00000048229	
ENSMMUG00000049539	
ENSMMUG00000012316	CDC42EP2
ENSMMUG00000008346	
ENSMMUG00000052782	
ENSMMUG00000065292	Metazoa_SRP
ENSMMUG00000062364	Metazoa_SRP
ENSMMUG00000027108	mml-mir-193b
ENSMMUG00000027955	
ENSMMUG00000041436	
ENSMMUG00000042476	Metazoa_SRP
ENSMMUG00000026888	MIR365A
ENSMMUG00000002426	MYL7
ENSMMUG00000024096	SNORA64
ENSMMUG00000058961	
ENSMMUG00000060359	
ENSMMUG00000025136	SNORA36C
ENSMMUG00000006111	MORF4L2
ENSMMUG00000028833	ZNF506
ENSMMUG00000051613	BORCS6
ENSMMUG00000023756	FNDC3A
ENSMMUG00000045394	Metazoa_SRP
ENSMMUG00000014341	RNLS
ENSMMUG00000036994	SNORA78
ENSMMUG00000062212	Metazoa_SRP
ENSMMUG00000025285	Y_RNA
ENSMMUG00000064469	
ENSMMUG00000053099	
ENSMMUG00000022004	MNT
ENSMMUG00000056663	MLANA
ENSMMUG00000060475	
ENSMMUG00000020594	GINS2
ENSMMUG00000064164	Metazoa_SRP
ENSMMUG00000064098	
ENSMMUG00000063317	DHX40
ENSMMUG00000062926	
ENSMMUG00000062548	RNF151
ENSMMUG00000054238	
ENSMMUG00000016227	SLC22A6
ENSMMUG00000058353	
ENSMMUG00000002655	TONSL
ENSMMUG00000004467	XRCC1
ENSMMUG00000054578	MRPL33
ENSMMUG00000056005	
ENSMMUG00000009132	MED1
ENSMMUG00000055150	
ENSMMUG00000062858	U7
ENSMMUG00000021877	PRKAG3
ENSMMUG00000049524	
ENSMMUG00000054518	Metazoa_SRP
ENSMMUG00000037454	
ENSMMUG00000004626	IFITM5
ENSMMUG00000054329	
ENSMMUG00000004913	ELMSAN1
ENSMMUG00000014347	B3GNT8
ENSMMUG00000062836	
ENSMMUG00000049503	
ENSMMUG00000063234	C14H11orf52
ENSMMUG00000051323	
ENSMMUG00000049905	Metazoa_SRP
ENSMMUG00000022031	POLA2
ENSMMUG00000042150	MRLN
ENSMMUG00000058336	
ENSMMUG00000020122	RANBP9
ENSMMUG00000009838	COPS2
ENSMMUG00000064790	
ENSMMUG00000015829	KDM8
ENSMMUG00000009334	DOCK6
ENSMMUG00000014603	NGFR
ENSMMUG00000058206	Metazoa_SRP
ENSMMUG00000023843	U4
ENSMMUG00000055547	
ENSMMUG00000040792	
ENSMMUG00000005719	SPAM1
ENSMMUG00000052754	Metazoa_SRP
ENSMMUG00000063366	Metazoa_SRP
ENSMMUG00000061494	
ENSMMUG00000010639	CHAC2
ENSMMUG00000052844	
ENSMMUG00000002611	LARGE2
ENSMMUG00000059625	
ENSMMUG00000064873	
ENSMMUG00000007251	CTU2
ENSMMUG00000047671	FAM9A
ENSMMUG00000051194	
ENSMMUG00000064945	AVPR2
ENSMMUG00000063513	
ENSMMUG00000008212	TNMD
ENSMMUG00000057814	
ENSMMUG00000013331	GDE1
ENSMMUG00000034564	U6
ENSMMUG00000006113	GLRA4
ENSMMUG00000014348	DMAC2
ENSMMUG00000058841	Metazoa_SRP
ENSMMUG00000021395	HAUS5
ENSMMUG00000052275	
ENSMMUG00000054368	RNF113B
ENSMMUG00000050135	
ENSMMUG00000064103	PHLDA1
ENSMMUG00000007943	TBL3
ENSMMUG00000013257	
ENSMMUG00000008911	SLC16A9
ENSMMUG00000017475	FBXW8
ENSMMUG00000021055	SQSTM1
ENSMMUG00000037206	U6
ENSMMUG00000001727	MED27
ENSMMUG00000055628	
ENSMMUG00000021924	NHSL2
ENSMMUG00000034154	U4
ENSMMUG00000057985	Metazoa_SRP
ENSMMUG00000021598	CCDC68
ENSMMUG00000058343	RPL10L
ENSMMUG00000059523	Metazoa_SRP
ENSMMUG00000059881	WARS
ENSMMUG00000065166	
ENSMMUG00000016963	MICU1
ENSMMUG00000001426	KCNC3
ENSMMUG00000011283	C16orf74
ENSMMUG00000059687	
ENSMMUG00000019420	ELK1
ENSMMUG00000057668	
ENSMMUG00000055850	
ENSMMUG00000019297	CUL4A
ENSMMUG00000018503	NWD1
ENSMMUG00000008336	ACAD10
ENSMMUG00000009173	STK24
ENSMMUG00000007037	UPP1
ENSMMUG00000022117	ALDH16A1
ENSMMUG00000015583	NAP1L1
ENSMMUG00000053184	U6
ENSMMUG00000004208	SDS
ENSMMUG00000024308	U1
ENSMMUG00000059210	NFU1
ENSMMUG00000064664	
ENSMMUG00000057352	
ENSMMUG00000055449	TP53INP2
ENSMMUG00000060262	Metazoa_SRP
ENSMMUG00000008402	GABPB2
ENSMMUG00000023802	SAMD4B
ENSMMUG00000019748	SLC4A1AP
ENSMMUG00000005478	TGS1
ENSMMUG00000060267	Metazoa_SRP
ENSMMUG00000008199	
ENSMMUG00000028192	Y_RNA
ENSMMUG00000015832	NSMCE1
ENSMMUG00000054262	
ENSMMUG00000018282	IL17RC
ENSMMUG00000009228	CUEDC1
ENSMMUG00000060246	
ENSMMUG00000009519	WASHC4
ENSMMUG00000025489	Y_RNA
ENSMMUG00000019016	CFL1
ENSMMUG00000000323	ARHGAP4
ENSMMUG00000056595	
ENSMMUG00000026826	Y_RNA
ENSMMUG00000061959	
ENSMMUG00000024370	Y_RNA
ENSMMUG00000005469	ERMP1
ENSMMUG00000038308	CCDC124
ENSMMUG00000018844	FAM9B
ENSMMUG00000052460	
ENSMMUG00000006762	EMC8
ENSMMUG00000039493	Metazoa_SRP
ENSMMUG00000051048	TEKT4
ENSMMUG00000055885	
ENSMMUG00000005986	KLF17
ENSMMUG00000062218	
ENSMMUG00000000769	NLRC5
ENSMMUG00000057852	
ENSMMUG00000064091	Metazoa_SRP
ENSMMUG00000018840	SCN3A
ENSMMUG00000015110	MDGA2
ENSMMUG00000034776	U6
ENSMMUG00000051821	
ENSMMUG00000008703	MYOZ2
ENSMMUG00000000156	PHB
ENSMMUG00000013256	
ENSMMUG00000049880	
ENSMMUG00000014343	LIPJ
ENSMMUG00000056799	
